family,method,encoder,dict_learner,dict_learner_impl,implementation,dataset,dataset_id,atoms,classifier,source,n_seeds,status,macro_precision,macro_recall,macro_f1,macro_pr_auc,minority_precision,minority_recall,minority_f1,minority_pr_auc,accuracy,roc_auc,mcc,macro_f1_std,minority_f1_std,minority_pr_auc_std,mcc_std,roc_auc_std,threshold,fit_seconds,run_started,run_id
pipeline,wl+frozen_ksvd,wl,frozen_ksvd,frozen_ksvd_gpu,wl_frozen_ksvd_gpu,nci_full,33,4096,LinearSVM,artifact,1,ok,0.6198,0.6544,0.6344,0.6045,0.2662,0.3474,0.3014,0.2232,0.9375,0.7844,0.272,,,,,,0.122,,20260830_225730,wl_frozen_ksvd_gpu_nci_full_id33_atoms4096_20260830_225730_20260830_230051
pipeline,wl+frozen_ksvd,wl,frozen_ksvd,frozen_ksvd_gpu,wl_frozen_ksvd_gpu,nci_full,33,4096,RandomForest,artifact,1,ok,0.6896,0.6964,0.6929,0.6939,0.4027,0.4178,0.4101,0.4035,0.9534,0.7968,0.386,,,,,,0.33,,20260830_225730,wl_frozen_ksvd_gpu_nci_full_id33_atoms4096_20260830_225730_20260830_230051
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,128,LogisticRegression,artifact,1,ok,0.6183,0.6624,0.636,0.5948,0.2626,0.3662,0.3059,0.203,0.9355,0.7998,0.2772,,,,,,0.7746,,20260831_143117,wl_edge_fddl_gpu_nci_full_id33_atoms128_20260831_143117_20260831_151914
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,128,GradientBoosting,artifact,1,ok,0.6438,0.6541,0.6488,0.6071,0.3144,0.338,0.3258,0.2267,0.9457,0.8064,0.2978,,,,,,0.6812,,20260831_143117,wl_edge_fddl_gpu_nci_full_id33_atoms128_20260831_143117_20260831_151914
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,128,LinearSVM,artifact,1,ok,0.6294,0.6708,0.6466,0.6001,0.2842,0.3803,0.3253,0.2137,0.9388,0.8031,0.2974,,,,,,0.1454,,20260831_143117,wl_edge_fddl_gpu_nci_full_id33_atoms128_20260831_143117_20260831_151914
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,128,RandomForest,artifact,1,ok,0.7077,0.687,0.6968,0.6853,0.4398,0.3944,0.4158,0.3817,0.957,0.8362,0.3942,,,,,,0.33,,20260831_143117,wl_edge_fddl_gpu_nci_full_id33_atoms128_20260831_143117_20260831_151914
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,256,LogisticRegression,artifact,1,ok,0.615,0.7372,0.6491,0.6074,0.2495,0.5399,0.3412,0.2291,0.9192,0.8065,0.3303,,,,,,0.7143,,20260831_155151,wl_edge_fddl_gpu_nci_full_id33_atoms256_20260831_155151_20260831_172622
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,256,GradientBoosting,artifact,1,ok,0.6609,0.6346,0.6464,0.6323,0.3503,0.2911,0.3179,0.2787,0.9516,0.7997,0.2944,,,,,,0.7243,,20260831_155151,wl_edge_fddl_gpu_nci_full_id33_atoms256_20260831_155151_20260831_172622
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,256,LinearSVM,artifact,1,ok,0.636,0.7078,0.6627,0.6134,0.2943,0.4601,0.359,0.2418,0.9363,0.812,0.3362,,,,,,0.1364,,20260831_155151,wl_edge_fddl_gpu_nci_full_id33_atoms256_20260831_155151_20260831_172622
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,256,RandomForest,artifact,1,ok,0.6826,0.7022,0.6918,0.6929,0.3882,0.4319,0.4089,0.3981,0.9516,0.8276,0.3843,,,,,,0.28,,20260831_155151,wl_edge_fddl_gpu_nci_full_id33_atoms256_20260831_155151_20260831_172622
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,2048,LogisticRegression,artifact,1,ok,0.6912,0.6548,0.6708,0.6412,0.4094,0.3286,0.3646,0.2955,0.9556,0.8307,0.3441,,,,,,0.8766,,20260831_174253,wl_edge_fddl_gpu_nci_full_id33_atoms2048_20260831_174253_20260901_104229
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,2048,GradientBoosting,artifact,1,ok,0.6749,0.6882,0.6813,0.6301,0.3739,0.4038,0.3883,0.2729,0.9507,0.8044,0.3629,,,,,,0.6615,,20260831_174253,wl_edge_fddl_gpu_nci_full_id33_atoms2048_20260831_174253_20260901_104229
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,2048,LinearSVM,artifact,1,ok,0.7173,0.7212,0.7192,0.6555,0.4562,0.4648,0.4605,0.3257,0.9578,0.8218,0.4385,,,,,,0.1727,,20260831_174253,wl_edge_fddl_gpu_nci_full_id33_atoms2048_20260831_174253_20260901_104229
pipeline,wl_edge+fddl,wl_edge,fddl,fddl_gpu,wl_edge_fddl_gpu,nci_full,33,2048,RandomForest,artifact,1,ok,0.7034,0.6933,0.6982,0.6846,0.4307,0.4085,0.4193,0.3823,0.9561,0.8238,0.3966,,,,,,0.33,,20260831_174253,wl_edge_fddl_gpu_nci_full_id33_atoms2048_20260831_174253_20260901_104229
baseline,sf,,,,sf,nci_full,33,26,LogisticRegression,kfold,10,ok,0.544666,0.605057,0.55458,0.54114,0.119415,0.299296,0.169796,0.104543,0.887098,0.675518,0.136633,0.010287,0.020408,0.016434,0.025948,0.025657,,,20260902_020431,kfold_sf_nci_full_id33_dim26_20260902_020431_20260902_021124
baseline,sf,,,,sf,nci_full,33,26,GradientBoosting,kfold,10,ok,0.629665,0.619418,0.623316,0.586804,0.288877,0.265493,0.274746,0.189804,0.945885,0.756173,0.248048,0.017643,0.034739,0.026545,0.034909,0.01732,,,20260902_020431,kfold_sf_nci_full_id33_dim26_20260902_020431_20260902_021124
baseline,sf,,,,sf,nci_full,33,26,LinearSVM,kfold,10,ok,0.542091,0.597902,0.551059,0.538589,0.114879,0.285211,0.163135,0.100511,0.886333,0.669015,0.128132,0.010263,0.017506,0.015028,0.020491,0.021774,,,20260902_020431,kfold_sf_nci_full_id33_dim26_20260902_020431_20260902_021124
baseline,sf,,,,sf,nci_full,33,26,RandomForest,kfold,10,ok,0.712479,0.688065,0.697615,0.649184,0.449209,0.396479,0.417544,0.311652,0.95703,0.811357,0.398175,0.010054,0.018768,0.030667,0.021807,0.016297,,,20260902_020431,kfold_sf_nci_full_id33_dim26_20260902_020431_20260902_021124
baseline,graph2vec,,,,graph2vec,nci_full,33,1024,LogisticRegression,artifact,1,ok,0.6328,0.6563,0.6434,0.6128,0.2922,0.3465,0.317,0.2361,0.9421,0.8325,0.2881,,,,,,0.9,,20260902_021843,graph2vec_nci_full_id33_atoms1024_20260902_021843_20260902_024143
baseline,graph2vec,,,,graph2vec,nci_full,33,1024,GradientBoosting,artifact,1,ok,0.6635,0.6987,0.6791,0.6599,0.3502,0.4296,0.3858,0.3282,0.947,0.8564,0.3605,,,,,,0.6576,,20260902_021843,graph2vec_nci_full_id33_atoms1024_20260902_021843_20260902_024143
baseline,graph2vec,,,,graph2vec,nci_full,33,1024,LinearSVM,artifact,1,ok,0.6388,0.6883,0.659,0.6265,0.3016,0.4155,0.3495,0.2627,0.94,0.8455,0.3234,,,,,,0.122,,20260902_021843,graph2vec_nci_full_id33_atoms1024_20260902_021843_20260902_024143
baseline,graph2vec,,,,graph2vec,nci_full,33,1024,RandomForest,artifact,1,ok,0.7535,0.7024,0.7247,0.7136,0.5302,0.4197,0.4686,0.4346,0.9631,0.8851,0.453,,,,,,0.28,,20260902_021843,graph2vec_nci_full_id33_atoms1024_20260902_021843_20260902_024143
